 Iteration: 0 ms: 201
 Iteration: 1 ms: 193
 Iteration: 2 ms: 206
 Iteration: 3 ms: 186
 Iteration: 4 ms: 183
 Iteration: 5 ms: 183
 Iteration: 6 ms: 186
 Iteration: 7 ms: 182
 Iteration: 8 ms: 182
 Iteration: 9 ms: 182
 Iteration: 10 ms: 184
 Iteration: 11 ms: 183
 Iteration: 12 ms: 183
 Iteration: 13 ms: 183
 Iteration: 14 ms: 182
 Iteration: 15 ms: 182
 Iteration: 16 ms: 182
 Iteration: 17 ms: 181
 Iteration: 18 ms: 182
 Iteration: 19 ms: 183
 Iteration: 20 ms: 185
 Iteration: 21 ms: 183
 Iteration: 22 ms: 182
 Iteration: 23 ms: 181
 Iteration: 24 ms: 183
 Iteration: 25 ms: 182
 Iteration: 26 ms: 181
 Iteration: 27 ms: 181
 Iteration: 28 ms: 184
 Iteration: 29 ms: 185
 Iteration: 30 ms: 183
 Iteration: 31 ms: 184
 Iteration: 32 ms: 183
 Iteration: 33 ms: 182
 Iteration: 34 ms: 181
 Iteration: 35 ms: 183
 Iteration: 36 ms: 181
 Iteration: 37 ms: 181
 Iteration: 38 ms: 186
 Iteration: 39 ms: 182
 Iteration: 40 ms: 184
 Iteration: 41 ms: 185
 Iteration: 42 ms: 186
 Iteration: 43 ms: 182
 Iteration: 44 ms: 183
 Iteration: 45 ms: 185
 Iteration: 46 ms: 188
 Iteration: 47 ms: 182
 Iteration: 48 ms: 182
 Iteration: 49 ms: 181
 Iteration: 50 ms: 182
 Iteration: 51 ms: 186
 Iteration: 52 ms: 185
 Iteration: 53 ms: 182
 Iteration: 54 ms: 182
 Iteration: 55 ms: 181
 Iteration: 56 ms: 182
 Iteration: 57 ms: 182
 Iteration: 58 ms: 182
 Iteration: 59 ms: 183
 Iteration: 60 ms: 182
 Iteration: 61 ms: 183
 Iteration: 62 ms: 184
 Iteration: 63 ms: 183
 Iteration: 64 ms: 182
 Iteration: 65 ms: 182
 Iteration: 66 ms: 182
 Iteration: 67 ms: 182
 Iteration: 68 ms: 181
 Iteration: 69 ms: 183
 Iteration: 70 ms: 182
 Iteration: 71 ms: 183
 Iteration: 72 ms: 183
 Iteration: 73 ms: 184
 Iteration: 74 ms: 182
 Iteration: 75 ms: 181
 Iteration: 76 ms: 181
 Iteration: 77 ms: 181
 Iteration: 78 ms: 184
 Iteration: 79 ms: 182
 Iteration: 80 ms: 183
 Iteration: 81 ms: 184
 Iteration: 82 ms: 181
 Iteration: 83 ms: 181
 Iteration: 84 ms: 182
 Iteration: 85 ms: 181
 Iteration: 86 ms: 181
 Iteration: 87 ms: 181
 Iteration: 88 ms: 182
 Iteration: 89 ms: 183
 Iteration: 90 ms: 186
 Iteration: 91 ms: 184
 Iteration: 92 ms: 182
 Iteration: 93 ms: 181
 Iteration: 94 ms: 181
 Iteration: 95 ms: 182
 Iteration: 96 ms: 182
 Iteration: 97 ms: 181
 Iteration: 98 ms: 183
 Iteration: 99 ms: 184
