 Iteration: 0 ms: 2
 Iteration: 1 ms: 1
 Iteration: 2 ms: 1
 Iteration: 3 ms: 2
 Iteration: 4 ms: 1
 Iteration: 5 ms: 1
 Iteration: 6 ms: 1
 Iteration: 7 ms: 1
 Iteration: 8 ms: 1
 Iteration: 9 ms: 1
 Iteration: 10 ms: 1
 Iteration: 11 ms: 2
 Iteration: 12 ms: 2
 Iteration: 13 ms: 1
 Iteration: 14 ms: 1
 Iteration: 15 ms: 1
 Iteration: 16 ms: 1
 Iteration: 17 ms: 1
 Iteration: 18 ms: 1
 Iteration: 19 ms: 1
 Iteration: 20 ms: 1
 Iteration: 21 ms: 1
 Iteration: 22 ms: 1
 Iteration: 23 ms: 1
 Iteration: 24 ms: 1
 Iteration: 25 ms: 1
 Iteration: 26 ms: 2
 Iteration: 27 ms: 1
 Iteration: 28 ms: 1
 Iteration: 29 ms: 1
 Iteration: 30 ms: 1
 Iteration: 31 ms: 1
 Iteration: 32 ms: 1
 Iteration: 33 ms: 1
 Iteration: 34 ms: 1
 Iteration: 35 ms: 1
 Iteration: 36 ms: 1
 Iteration: 37 ms: 1
 Iteration: 38 ms: 2
 Iteration: 39 ms: 1
 Iteration: 40 ms: 1
 Iteration: 41 ms: 2
 Iteration: 42 ms: 1
 Iteration: 43 ms: 1
 Iteration: 44 ms: 1
 Iteration: 45 ms: 1
 Iteration: 46 ms: 1
 Iteration: 47 ms: 1
 Iteration: 48 ms: 1
 Iteration: 49 ms: 1
 Iteration: 50 ms: 1
 Iteration: 51 ms: 2
 Iteration: 52 ms: 1
 Iteration: 53 ms: 1
 Iteration: 54 ms: 1
 Iteration: 55 ms: 1
 Iteration: 56 ms: 1
 Iteration: 57 ms: 1
 Iteration: 58 ms: 1
 Iteration: 59 ms: 1
 Iteration: 60 ms: 1
 Iteration: 61 ms: 1
 Iteration: 62 ms: 1
 Iteration: 63 ms: 2
 Iteration: 64 ms: 1
 Iteration: 65 ms: 1
 Iteration: 66 ms: 1
 Iteration: 67 ms: 1
 Iteration: 68 ms: 1
 Iteration: 69 ms: 1
 Iteration: 70 ms: 1
 Iteration: 71 ms: 2
 Iteration: 72 ms: 1
 Iteration: 73 ms: 1
 Iteration: 74 ms: 1
 Iteration: 75 ms: 1
 Iteration: 76 ms: 1
 Iteration: 77 ms: 1
 Iteration: 78 ms: 2
 Iteration: 79 ms: 1
 Iteration: 80 ms: 1
 Iteration: 81 ms: 1
 Iteration: 82 ms: 1
 Iteration: 83 ms: 2
 Iteration: 84 ms: 1
 Iteration: 85 ms: 1
 Iteration: 86 ms: 1
 Iteration: 87 ms: 1
 Iteration: 88 ms: 1
 Iteration: 89 ms: 1
 Iteration: 90 ms: 1
 Iteration: 91 ms: 1
 Iteration: 92 ms: 1
 Iteration: 93 ms: 1
 Iteration: 94 ms: 1
 Iteration: 95 ms: 1
 Iteration: 96 ms: 1
 Iteration: 97 ms: 1
 Iteration: 98 ms: 1
 Iteration: 99 ms: 1
